"","HHID","HHSPLITID","STATEID","DISTID","PSUID","NR8","Remittance","NR13B","NR10","NR5","Age","num_non_res","marital_status","relation_to_hh","INCOME","INCOMEPC","INCREMIT","hh_size","COPC","URBAN2011","edu_level","edu_num","Gender","married","unmarried","widowed","urban","non_resident_remits","hhY_minus_Remt","log_hhY_minus_Remt","states_numeric","EAG"
"7954",141,1,"(21) Orissa 21",19,1,"(2) another state",5000,NA,"(07) 7th class","(1) Male",27,2,"(2) Unmarried","(03) Son/Daughter",61105,12221,11000,5,9416,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,56105,10.934980214099,21,1
"7955",141,1,"(21) Orissa 21",19,1,"(1) same state",6000,NA,"(06) 6th class","(1) Male",25,2,"(2) Unmarried","(03) Son/Daughter",61105,12221,11000,5,9416,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,55105,10.9169957351256,21,1
"7956",142,1,"(21) Orissa 21",19,1,"(1) same state",4800,NA,"(06) 6th class","(1) Male",47,2,"(1) Married","(02) Wife/Husband",24300,8100,7800,3,5628,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,19500,9.87816974455184,21,1
"7957",142,1,"(21) Orissa 21",19,1,"(2) another state",3000,NA,"(06) 6th class","(1) Male",15,2,"(2) Unmarried","(03) Son/Daughter",24300,8100,7800,3,5628,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,21300,9.96646235169752,21,1
"7958",171,1,"(21) Orissa 21",19,1,"(2) another state",12000,NA,"(06) 6th class","(1) Male",26,1,"(2) Unmarried","(03) Son/Daughter",55400,18466.6660156,12000,3,11436.6669922,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,43400,10.6782147200885,21,1
"7959",61,1,"(21) Orissa 21",19,2,"(2) another state",60000,NA,"(05) 5th class","(1) Male",38,1,"(1) Married","(02) Wife/Husband",65200,13040,60000,5,13082.4003906,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,5200,8.55641390456952,21,1
"7960",72,1,"(21) Orissa 21",19,2,"(2) another state",10000,NA,"(08) 8th class","(1) Male",20,2,"(2) Unmarried","(03) Son/Daughter",39450,19725,20000,2,26314,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,29450,10.2904491890797,21,1
"7961",72,1,"(21) Orissa 21",19,2,"(2) another state",10000,NA,"(06) 6th class","(1) Male",18,2,"(2) Unmarried","(03) Son/Daughter",39450,19725,20000,2,26314,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,29450,10.2904491890797,21,1
"7962",92,1,"(21) Orissa 21",19,2,"(2) another state",30000,NA,"(05) 5th class","(1) Male",53,2,"(1) Married","(02) Wife/Husband",55000,13750,55000,4,8909,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,25000,10.1266311038503,21,1
"7963",92,1,"(21) Orissa 21",19,2,"(2) another state",25000,NA,"(07) 7th class","(1) Male",22,2,"(2) Unmarried","(03) Son/Daughter",55000,13750,55000,4,8909,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,30000,10.3089526606443,21,1
"7964",93,1,"(21) Orissa 21",19,2,"(2) another state",5000,NA,"(10) Secondary","(1) Male",16,1,"(2) Unmarried","(03) Son/Daughter",41375,10343.75,5000,4,19049.5,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,36375,10.5016370044738,21,1
"7965",94,1,"(21) Orissa 21",19,2,"(2) another state",40000,NA,"(00) none","(1) Male",38,1,"(1) Married","(02) Wife/Husband",47750,11937.5,40000,4,14607.5,"(0) rural 0","None","0",1,1,0,0,0,TRUE,7750,8.95544812234739,21,1
"7966",101,1,"(21) Orissa 21",19,2,"(1) same state",30000,NA,"(10) Secondary","(1) Male",31,1,"(1) Married","(03) Son/Daughter",182000,36400,30000,5,58150.3984375,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,152000,11.9316357998284,21,1
"7967",121,1,"(21) Orissa 21",19,2,"(1) same state",NA,800,"(08) 8th class","(1) Male",14,1,"(2) Unmarried","(03) Son/Daughter",23650,5912.5,NA,4,10518,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,23650,10.0711183939201,21,1
"7968",122,1,"(21) Orissa 21",19,2,"(2) another state",50000,NA,"(08) 8th class","(1) Male",25,1,"(2) Unmarried","(05) Grandchild",51500,10300,50000,5,14826.4003906,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,1500,7.3132203870903,21,1
"7969",124,1,"(21) Orissa 21",19,2,"(1) same state",NA,600,"(03) 3rd class","(2) Female",9,1,"(2) Unmarried","(03) Son/Daughter",1000,250,NA,4,8056,"(0) rural 0","Classes 1-5","1",0,0,1,0,0,FALSE,1000,6.90775527898214,21,1
"7970",131,1,"(21) Orissa 21",19,2,"(2) another state",10000,NA,"(07) 7th class","(1) Male",25,2,"(2) Unmarried","(03) Son/Daughter",15500,5166.6665039,15000,3,12961.3330078,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,5500,8.61250337122056,21,1
"7971",131,1,"(21) Orissa 21",19,2,"(2) another state",5000,NA,"(09) 9th class","(1) Male",19,2,"(2) Unmarried","(03) Son/Daughter",15500,5166.6665039,15000,3,12961.3330078,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,10500,9.25913053614561,21,1
"7972",151,1,"(21) Orissa 21",19,2,"(2) another state",24000,NA,"(07) 7th class","(1) Male",35,1,"(1) Married","(02) Wife/Husband",45000,11250,24000,4,13283,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,21000,9.95227771670556,21,1
"7973",21,1,"(21) Orissa 21",19,3,"(2) another state",25000,NA,"(05) 5th class","(1) Male",22,1,"(2) Unmarried","(03) Son/Daughter",60000,20000,25000,3,14090,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,TRUE,35000,10.4631033404715,21,1
"7974",61,1,"(21) Orissa 21",19,3,"(2) another state",15000,NA,"(16) Above Bachelors","(1) Male",28,1,"(2) Unmarried","(03) Son/Daughter",72000,18000,15000,4,12585.5,"(0) rural 0","Above Bachelors","6",1,0,1,0,0,TRUE,57000,10.9508065468167,21,1
"7975",11,1,"(21) Orissa 21",19,4,"(2) another state",8000,NA,"(09) 9th class","(1) Male",30,1,"(2) Unmarried","(03) Son/Daughter",12400,6200,8000,2,14717,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,4400,8.38935981990635,21,1
"7976",70,1,"(21) Orissa 21",19,5,"(1) same state",10000,NA,"(04) 4th class","(2) Female",31,1,"(1) Married","(02) Wife/Husband",67400,33700,10000,2,10193,"(0) rural 0","Classes 1-5","1",0,1,0,0,0,TRUE,57400,10.9577995823077,21,1
"7977",140,1,"(21) Orissa 21",19,5,"(2) another state",26000,NA,"(04) 4th class","(1) Male",45,1,"(1) Married","(06) Father/Mother",32800,6560,26000,5,14544.4003906,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,6800,8.8246778911642,21,1
"7978",150,1,"(21) Orissa 21",19,5,"(2) another state",15000,NA,"(07) 7th class","(1) Male",40,1,"(1) Married","(02) Wife/Husband",17900,5966.6665039,15000,3,9657.3330078,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,2900,7.97246601597457,21,1
"7979",160,1,"(21) Orissa 21",19,5,"(2) another state",24000,NA,"(04) 4th class","(1) Male",35,2,"(1) Married","(02) Wife/Husband",40550,4505.5556641,36000,9,12985.1113281,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,16550,9.71414138080521,21,1
"7980",160,1,"(21) Orissa 21",19,5,"(2) another state",12000,NA,"(04) 4th class","(1) Male",32,2,"(1) Married","(02) Wife/Husband",40550,4505.5556641,36000,9,12985.1113281,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,28550,10.2594122150842,21,1
"7981",180,1,"(21) Orissa 21",19,5,"(1) same state",5000,NA,"(12) High Secondary","(1) Male",40,2,"(1) Married","(03) Son/Daughter",183340,30556.6660157,10000,6,12331.6669922,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,178340,12.0914471196889,21,1
"7982",180,1,"(21) Orissa 21",19,5,"(1) same state",5000,NA,"(12) High Secondary","(1) Male",38,2,"(1) Married","(03) Son/Daughter",183340,30556.6660157,10000,6,12331.6669922,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,178340,12.0914471196889,21,1
"7983",190,1,"(21) Orissa 21",19,5,"(2) another state",8000,NA,"(08) 8th class","(1) Male",17,3,"(2) Unmarried","(03) Son/Daughter",60350,20116.6660156,32000,3,9963.3330078,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,52350,10.8657072162987,21,1
"7984",190,1,"(21) Orissa 21",19,5,"(2) another state",12000,NA,"(05) 5th class","(1) Male",22,3,"(2) Unmarried","(03) Son/Daughter",60350,20116.6660156,32000,3,9963.3330078,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,TRUE,48350,10.7862215008814,21,1
"7985",190,1,"(21) Orissa 21",19,5,"(2) another state",12000,NA,"(07) 7th class","(1) Male",25,3,"(2) Unmarried","(03) Son/Daughter",60350,20116.6660156,32000,3,9963.3330078,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,48350,10.7862215008814,21,1
"7986",30,1,"(21) Orissa 21",19,6,"(2) another state",36000,NA,"(11) 11th Class","(1) Male",40,1,"(1) Married","(03) Son/Daughter",37000,18500,36000,2,21918,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,1000,6.90775527898214,21,1
"7987",90,1,"(21) Orissa 21",19,6,"(1) same state",15000,NA,"(07) 7th class","(1) Male",51,1,"(1) Married","(02) Wife/Husband",15500,15500,15000,1,23508,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,500,6.21460809842219,21,1
"7988",120,1,"(21) Orissa 21",19,6,"(2) another state",5000,NA,"(08) 8th class","(1) Male",15,1,"(2) Unmarried","(03) Son/Daughter",10600,3533.333252,5000,3,12086.6669922,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,5600,8.63052187672324,21,1
"7989",140,1,"(21) Orissa 21",19,6,"(3) abroad",12000,NA,"(02) 2nd class","(1) Male",51,1,"(1) Married","(02) Wife/Husband",14500,4833.3334961,12000,3,16657.3339844,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,2500,7.82404601085629,21,1
"7990",200,1,"(21) Orissa 21",19,6,"(2) another state",24000,NA,"(02) 2nd class","(1) Male",52,2,"(1) Married","(02) Wife/Husband",56900,11380,54000,5,11852.4003906,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,32900,10.4012279367535,21,1
"7991",200,1,"(21) Orissa 21",19,6,"(2) another state",30000,NA,"(07) 7th class","(1) Male",30,2,"(1) Married","(02) Wife/Husband",56900,11380,54000,5,11852.4003906,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,26900,10.1998815655899,21,1
"7992",30,9,"(21) Orissa 21",20,3,"(2) another state",NA,30000,"(10) Secondary","(1) Male",17,1,"(2) Unmarried","(03) Son/Daughter",80600,20150,NA,4,29659.5,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,FALSE,80600,11.2972539284947,21,1
"7993",40,1,"(21) Orissa 21",20,3,"(2) another state",NA,30000,"(10) Secondary","(2) Female",16,1,"(2) Unmarried","(03) Son/Daughter",27000,9000,NA,3,24078.6660156,"(1) urban 1","Classes 6-10","2",0,0,1,0,1,FALSE,27000,10.2035921449865,21,1
"7994",130,1,"(21) Orissa 21",20,3,"(2) another state",NA,NA,"(08) 8th class","(2) Female",16,2,"(2) Unmarried","(03) Son/Daughter",58140,29070,NA,2,52615,"(1) urban 1","Classes 6-10","2",0,0,1,0,1,FALSE,58140,10.9706091741129,21,1
"7995",130,1,"(21) Orissa 21",20,3,"(2) another state",NA,NA,"(06) 6th class","(2) Female",15,2,"(2) Unmarried","(03) Son/Daughter",58140,29070,NA,2,52615,"(1) urban 1","Classes 6-10","2",0,0,1,0,1,FALSE,58140,10.9706091741129,21,1
"7996",20,1,"(21) Orissa 21",20,4,"(2) another state",NA,NA,"(06) 6th class","(2) Female",13,1,"(2) Unmarried","(03) Son/Daughter",47400,11850,NA,4,16118.5,"(1) urban 1","Classes 6-10","2",0,0,1,0,1,FALSE,47400,10.7663775076832,21,1
"7997",10,1,"(21) Orissa 21",21,6,"(2) another state",4000,NA,"(08) 8th class","(1) Male",15,2,"(2) Unmarried","(03) Son/Daughter",50510,25255,4000,2,15778,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,46510,10.7474226222181,21,1
"7998",10,1,"(21) Orissa 21",21,6,"(1) same state",NA,3000,"(06) 6th class","(1) Male",11,2,"(2) Unmarried","(03) Son/Daughter",50510,25255,4000,2,15778,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,50510,10.8299266154621,21,1
"7999",20,1,"(21) Orissa 21",21,6,"(1) same state",NA,NA,"(02) 2nd class","(2) Female",10,1,"(2) Unmarried","(03) Son/Daughter",31010,15505,NA,2,8593,"(0) rural 0","Classes 1-5","1",0,0,1,0,0,FALSE,31010,10.3420650120945,21,1
"8000",30,1,"(21) Orissa 21",21,6,"(1) same state",25000,NA,"(09) 9th class","(1) Male",30,1,"(1) Married","(03) Son/Daughter",71780,11963.3330078,25000,6,7875.3334961,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,46780,10.7532110401382,21,1
"8001",110,1,"(21) Orissa 21",21,6,"(2) another state",20000,NA,"(09) 9th class","(1) Male",22,1,"(2) Unmarried","(03) Son/Daughter",49490,16496.6660156,20000,3,11577,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,29490,10.2918065018093,21,1
"8002",170,2,"(21) Orissa 21",21,6,"(1) same state",NA,NA,"(05) 5th class","(1) Male",55,1,"(1) Married","(02) Wife/Husband",18000,4500,NA,4,5100.5,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,FALSE,18000,9.7981270368783,21,1
"8003",200,1,"(21) Orissa 21",21,6,"(1) same state",NA,NA,"(09) 9th class","(2) Female",NA,2,"(2) Unmarried","(03) Son/Daughter",46200,23100,NA,2,12628,"(0) rural 0","Classes 6-10","2",0,0,1,0,0,FALSE,46200,10.7407350770698,21,1
"8004",200,1,"(21) Orissa 21",21,6,"(1) same state",NA,NA,"(07) 7th class","(2) Female",NA,2,"(2) Unmarried","(03) Son/Daughter",46200,23100,NA,2,12628,"(0) rural 0","Classes 6-10","2",0,0,1,0,0,FALSE,46200,10.7407350770698,21,1
"8005",21,1,"(21) Orissa 21",22,1,"(1) same state",NA,NA,"(13) 1 year post-secondary","(2) Female",20,1,"(2) Unmarried","(03) Son/Daughter",78500,13083.3330078,NA,6,21340,"(0) rural 0","1-2 years post-secondary","4",0,0,1,0,0,FALSE,78500,11.2708539037705,21,1
"8006",41,2,"(21) Orissa 21",22,1,"(1) same state",NA,150000,"(12) High Secondary","(2) Female",19,3,"(2) Unmarried","(03) Son/Daughter",282000,141000,NA,2,35510,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,282000,12.5496623499203,21,1
"8007",41,2,"(21) Orissa 21",22,1,"(1) same state",NA,90000,"(10) Secondary","(2) Female",17,3,"(2) Unmarried","(03) Son/Daughter",282000,141000,NA,2,35510,"(0) rural 0","Classes 6-10","2",0,0,1,0,0,FALSE,282000,12.5496623499203,21,1
"8008",41,2,"(21) Orissa 21",22,1,"(1) same state",NA,50000,"(08) 8th class","(1) Male",14,3,"(2) Unmarried","(03) Son/Daughter",282000,141000,NA,2,35510,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,282000,12.5496623499203,21,1
"8009",51,1,"(21) Orissa 21",22,1,"(1) same state",NA,NA,"(00) none","(2) Female",57,1,"(1) Married","(02) Wife/Husband",43780,7296.6665039,NA,6,4800.6665039,"(0) rural 0","None","0",0,1,0,0,0,FALSE,43780,10.6869323710769,21,1
"8010",52,1,"(21) Orissa 21",22,1,"(1) same state",NA,NA,"(09) 9th class","(1) Male",62,1,"(1) Married","(02) Wife/Husband",36800,9200,NA,4,7362.5,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,36800,10.513253124157,21,1
"8011",31,1,"(21) Orissa 21",22,2,"(2) another state",5000,NA,"(15) Bachelors","(1) Male",21,1,"(2) Unmarried","(03) Son/Daughter",44960,14986.6669922,5000,3,12202,"(0) rural 0","Bachelors","5",1,0,1,0,0,TRUE,39960,10.5956342327625,21,1
"8012",141,1,"(21) Orissa 21",23,2,"(2) another state",4500,NA,"(07) 7th class","(1) Male",36,1,"(3) Widowed","(07) Brother/Sister",71290,14258,4500,5,10411.5996094,"(0) rural 0","Classes 6-10","2",1,0,0,1,0,TRUE,66790,11.1093086477197,21,1
"8013",181,1,"(21) Orissa 21",23,2,"(2) another state",12000,NA,"(09) 9th class","(1) Male",20,1,"(2) Unmarried","(03) Son/Daughter",86210,21552.5,12000,4,11272.5,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,74210,11.2146541909642,21,1
"8014",191,1,"(21) Orissa 21",23,2,"(1) same state",3000,NA,"(12) High Secondary","(1) Male",26,1,"(2) Unmarried","(07) Brother/Sister",4406,629.4285889,3000,7,22723.7148438,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,1406,7.24850407237061,21,1
"8015",70,1,"(21) Orissa 21",23,3,"(2) another state",NA,NA,"(09) 9th class","(1) Male",17,1,"(2) Unmarried","(03) Son/Daughter",56262,14065.5,NA,4,9374.5,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,56262,10.9377746306477,21,1
"8016",80,1,"(21) Orissa 21",23,3,"(1) same state",28000,NA,"(12) High Secondary","(1) Male",21,1,"(2) Unmarried","(03) Son/Daughter",35900,17950,28000,2,13790,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,7900,8.97461803845511,21,1
"8017",160,1,"(21) Orissa 21",23,3,"(2) another state",NA,NA,"(08) 8th class","(1) Male",14,1,"(2) Unmarried","(03) Son/Daughter",18320,4580,NA,4,10330,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,18320,9.81574863822812,21,1
"8018",200,1,"(21) Orissa 21",23,3,"(1) same state",1500,NA,"(09) 9th class","(1) Male",40,1,"(1) Married","(06) Father/Mother",16980,2425.7143555,1500,7,5665.7143555,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,15480,9.64730414714372,21,1
"8019",91,1,"(21) Orissa 21",23,4,"(1) same state",5000,NA,"(09) 9th class","(1) Male",23,1,"(2) Unmarried","(03) Son/Daughter",40740,5820,5000,7,12569.4287109,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,35740,10.4840257887134,21,1
"8020",21,1,"(21) Orissa 21",24,1,"(1) same state",NA,6000,"(10) Secondary","(1) Male",18,1,"(2) Unmarried","(03) Son/Daughter",68560,13712,NA,5,17404,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,68560,11.1354645532717,21,1
"8021",42,1,"(21) Orissa 21",24,1,"(1) same state",6000,NA,"(06) 6th class","(1) Male",38,2,"(1) Married","(03) Son/Daughter",11400,11400,6000,1,10732,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,5400,8.59415423255237,21,1
"8022",42,1,"(21) Orissa 21",24,1,"(1) same state",NA,NA,"(07) 7th class","(2) Female",28,2,"(1) Married","(04) Daughter-/Son-inlaw",11400,11400,6000,1,10732,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,FALSE,11400,9.34136863438259,21,1
"8023",71,1,"(21) Orissa 21",24,1,"(2) another state",4000,NA,"(06) 6th class","(1) Male",49,3,"(3) Widowed","(06) Father/Mother",12800,6400,11000,2,7531,"(0) rural 0","Classes 6-10","2",1,0,0,1,0,TRUE,8800,9.0825070004663,21,1
"8024",71,1,"(21) Orissa 21",24,1,"(2) another state",3000,NA,"(05) 5th class","(2) Female",19,3,"(2) Unmarried","(07) Brother/Sister",12800,6400,11000,2,7531,"(0) rural 0","Classes 1-5","1",0,0,1,0,0,TRUE,9800,9.19013766465866,21,1
"8025",71,1,"(21) Orissa 21",24,1,"(2) another state",4000,NA,"(08) 8th class","(2) Female",18,3,"(2) Unmarried","(07) Brother/Sister",12800,6400,11000,2,7531,"(0) rural 0","Classes 6-10","2",0,0,1,0,0,TRUE,8800,9.0825070004663,21,1
"8026",81,1,"(21) Orissa 21",24,1,"(1) same state",14500,NA,"(15) Bachelors","(1) Male",25,1,"(2) Unmarried","(03) Son/Daughter",61420,12284,14500,5,8989.5996094,"(0) rural 0","Bachelors","5",1,0,1,0,0,TRUE,46920,10.7561993027674,21,1
"8027",151,1,"(21) Orissa 21",24,1,"(2) another state",4000,NA,"(09) 9th class","(1) Male",19,1,"(2) Unmarried","(03) Son/Daughter",21138,7046,4000,3,12501.3330078,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,17138,9.74905349922906,21,1
"8028",61,1,"(21) Orissa 21",24,2,"(1) same state",NA,1500,"(07) 7th class","(1) Male",12,1,"(2) Unmarried","(03) Son/Daughter",16290,5430,NA,3,7212,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,16290,9.69830670159609,21,1
"8029",141,1,"(21) Orissa 21",24,2,"(1) same state",13000,NA,"(10) Secondary","(1) Male",26,2,"(1) Married","(02) Wife/Husband",30140,15070,15000,2,28900,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,17140,9.74917019215177,21,1
"8030",141,1,"(21) Orissa 21",24,2,"(1) same state",2000,NA,"(10) Secondary","(1) Male",23,2,"(2) Unmarried","(03) Son/Daughter",30140,15070,15000,2,28900,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,28140,10.2449473306684,21,1
"8031",11,1,"(21) Orissa 21",24,3,"(2) another state",8000,NA,"(09) 9th class","(1) Male",24,2,"(2) Unmarried","(03) Son/Daughter",52200,26100,17000,2,14221,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,44200,10.6964800680658,21,1
"8032",11,1,"(21) Orissa 21",24,3,"(2) another state",9000,NA,"(05) 5th class","(1) Male",20,2,"(2) Unmarried","(03) Son/Daughter",52200,26100,17000,2,14221,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,TRUE,43200,10.6735957742322,21,1
"8033",41,1,"(21) Orissa 21",24,3,"(2) another state",5000,NA,"(02) 2nd class","(1) Male",43,1,"(1) Married","(03) Son/Daughter",23400,23400,5000,1,9450,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,18400,9.82010594359708,21,1
"8034",131,1,"(21) Orissa 21",24,3,"(1) same state",NA,10000,"(12) High Secondary","(1) Male",22,1,"(2) Unmarried","(03) Son/Daughter",83300,7572.7270508,NA,11,6759.6362305,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,FALSE,83300,11.3302038281549,21,1
"8035",151,1,"(21) Orissa 21",24,3,"(2) another state",2500,NA,"(07) 7th class","(1) Male",34,2,"(1) Married","(03) Son/Daughter",20570,4114,3500,5,6527.6000977,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,18070,9.80200838358627,21,1
"8036",151,1,"(21) Orissa 21",24,3,"(2) another state",1000,NA,"(00) none","(2) Female",28,2,"(1) Married","(04) Daughter-/Son-inlaw",20570,4114,3500,5,6527.6000977,"(0) rural 0","None","0",0,1,0,0,0,TRUE,19570,9.88175306039012,21,1
"8037",233,1,"(21) Orissa 21",24,3,"(2) another state",18000,NA,"(00) none","(1) Male",19,1,"(2) Unmarried","(03) Son/Daughter",81100,16220,18000,5,7885.6000977,"(0) rural 0","None","0",1,0,1,0,0,TRUE,63100,11.0524760485293,21,1
"8038",21,1,"(21) Orissa 21",24,4,"(2) another state",12000,NA,"(09) 9th class","(1) Male",23,1,"(2) Unmarried","(03) Son/Daughter",17750,8875,12000,2,22131,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,5750,8.6569551337914,21,1
"8039",32,1,"(21) Orissa 21",24,4,"(1) same state",2000,NA,"(09) 9th class","(1) Male",22,1,"(2) Unmarried","(03) Son/Daughter",39640,9910,2000,4,8843.5,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,37640,10.5358225936993,21,1
"8040",41,1,"(21) Orissa 21",24,4,"(2) another state",7000,NA,"(09) 9th class","(1) Male",24,1,"(2) Unmarried","(03) Son/Daughter",18000,9000,7000,2,9309,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,11000,9.30565055178051,21,1
"8041",160,1,"(21) Orissa 21",24,5,"(2) another state",4000,NA,"(08) 8th class","(1) Male",19,2,"(2) Unmarried","(03) Son/Daughter",25700,25700,16000,1,14076,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,21700,9.98506753952855,21,1
"8042",160,1,"(21) Orissa 21",24,5,"(2) another state",12000,NA,"(10) Secondary","(1) Male",22,2,"(2) Unmarried","(03) Son/Daughter",25700,25700,16000,1,14076,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,13700,9.52515111181622,21,1
"8043",170,1,"(21) Orissa 21",24,5,"(2) another state",15000,NA,"(08) 8th class","(1) Male",18,1,"(2) Unmarried","(03) Son/Daughter",50724,8454,15000,6,14419.3330078,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,35724,10.4835780108038,21,1
"8044",60,1,"(21) Orissa 21",26,2,"(1) same state",120000,NA,"(12) High Secondary","(1) Male",48,2,"(1) Married","(02) Wife/Husband",122000,61000,120000,2,57635,"(1) urban 1","Classes 11-12","3",1,1,0,0,1,TRUE,2000,7.60090245954208,21,1
"8045",60,1,"(21) Orissa 21",26,2,"(1) same state",NA,20000,"(12) High Secondary","(1) Male",22,2,"(2) Unmarried","(03) Son/Daughter",122000,61000,120000,2,57635,"(1) urban 1","Classes 11-12","3",1,0,1,0,1,FALSE,122000,11.7117763237154,21,1
